GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,GEO_ID,NAME,GEOCODE,TL_GEO_ID,REGIONA,DIVISIONA,CBSAA,MEMI,CSAA,METDIVA,PUMA,AREALAND,AREAWATR,BASENAME,INTPTLAT,INTPTLON,TotalPopulation,TotalUrbanPopulation,TotalRuralPopulation,TotalPop_NotDefined,TotalPopinHH,TotalPopinHH_Under18,TotalPopinHH_Over18,MedianAgebySex_Total,MedianAgebySex_Male,MedianAgebySex_Female,Race_TotalPop,Race_White,Race_Black,Race_AmericanIndian_AlaskaNative,Race_Asian,Race_NativeHawaiian_PacificIslander,Race_SomeOther,Race_Mixed,EduAttainment_Total25yrs+,EduAttainment_NoSchooling,EduAttainment_HighSchoolDiploma,EduAttainment_Bachelors ,EduAttainment_Masters,Pop_BPL_Total,Pop_BPL_under.50,Pop_BPL_under.99,MedianHHIncome_12mon,HH_PublicAssistance_SNAP_12mon,GiniIndex,TotalCivilianPop,OneOrMoreHealthInsurance,NoHealthInsurance,PCY_12mon,EmpStatus_TotalPop16plus,EmpStatus_LF,EmpStatus_Unemplyed_Civilian,TotalHousingUnits,TotalUrbanPop_prc,NoHealthInsurance_prc,Employed_prc,BPL_prc
G4800850030549,2018-2022,TX,Texas,48,Collin County,085,030549,1400000US48085030549,"Census Tract 305.49, Collin County, Texas",48085030549,48085030549,3,7,19100,1,206,19124,01905,892781,0,305.49,33.168712,-96.6776303,2612,2612,0,0,2612,645,1967,39.6,38.1,43.2,2665,1873,276,69,240,0,95,112,1832,67,137,726,118,2665,116,41,103616,117,0.4056,2665,185,2480,45834,2284,1603,52,957,100,93.05816135,70.18388792,5.891181989
G4800850030550,2018-2022,TX,Texas,48,Collin County,085,030550,1400000US48085030550,"Census Tract 305.50, Collin County, Texas",48085030550,48085030550,3,7,19100,1,206,19124,01905,3211764,4783,305.5,33.1550535,-96.6676721,4218,4218,0,0,4218,1176,3042,38.1,39.1,37.5,4028,3130,311,0,347,0,19,221,2685,33,343,1231,427,4028,80,25,118973,94,0.3412,4028,490,3538,47071,3124,2431,125,1457,100,87.83515392,77.81690141,2.606752731
G4800850030604,2018-2022,TX,Texas,48,Collin County,085,030604,1400000US48085030604,"Census Tract 306.04, Collin County, Texas",48085030604,48085030604,3,7,19100,1,206,19124,01905,4682226,99064,306.04,33.2443529,-96.6431785,3353,3346,7,0,2389,683,1706,34.4,32.8,36.5,3862,2347,848,24,39,0,93,511,2565,0,470,637,210,2973,2,0,115885,46,0.3485,2966,458,2508,38285,3049,1714,49,925,99.79123173,84.55832771,56.21515251,0.067272116
G4800850030605,2018-2022,TX,Texas,48,Collin County,085,030605,1400000US48085030605,"Census Tract 306.05, Collin County, Texas",48085030605,48085030605,3,7,19100,1,206,19124,01905,6448845,227345,306.05,33.2263794,-96.6628814,6758,6396,362,0,6666,1977,4689,35.9,29.9,39.7,6827,4221,1229,58,273,0,255,791,4431,67,1002,958,280,6754,355,421,82112,32,0.3676,6807,966,5841,31961,5375,3575,166,2470,94.64338562,85.80872631,66.51162791,11.48948771
G4800850030606,2018-2022,TX,Texas,48,Collin County,085,030606,1400000US48085030606,"Census Tract 306.06, Collin County, Texas",48085030606,48085030606,3,7,19100,1,206,19124,01905,3257163,18264,306.06,33.1639465,-96.6525303,5597,5597,0,0,5597,1390,4207,37.2,40.1,33.1,6006,4359,1450,0,11,0,22,164,3901,26,577,1220,391,6006,155,13,72041,55,0.4386,6006,464,5542,43659,4585,3134,131,2537,100,92.27439227,68.35332606,2.797202797
G4800850030607,2018-2022,TX,Texas,48,Collin County,085,030607,1400000US48085030607,"Census Tract 306.07, Collin County, Texas",48085030607,48085030607,3,7,19100,1,206,19124,01905,5016650,81593,306.07,33.1814779,-96.6533418,5200,5200,0,0,5200,1090,4110,50.5,51.2,50.1,5189,4084,87,0,606,0,88,324,3967,6,496,1697,603,5189,0,0,183490,0,0.3356,5189,784,4405,75159,4286,2492,18,1868,100,84.89111582,58.14279048,0
G4800850030608,2018-2022,TX,Texas,48,Collin County,085,030608,1400000US48085030608,"Census Tract 306.08, Collin County, Texas",48085030608,48085030608,3,7,19100,1,206,19124,01905,1879193,0,306.08,33.1934254,-96.6468161,2508,2508,0,0,2490,617,1873,33.9,28.3,38,2392,1709,219,0,149,0,145,170,1482,0,213,342,204,2304,10,11,89912,37,0.3288,2387,730,1657,39943,1945,1547,142,860,100,69.4176791,79.53727506,0.911458333
G4800850030609,2018-2022,TX,Texas,48,Collin County,085,030609,1400000US48085030609,"Census Tract 306.09, Collin County, Texas",48085030609,48085030609,3,7,19100,1,206,19124,01905,6867812,15670,306.09,33.2066656,-96.6559806,6776,6776,0,0,6776,1850,4926,36.8,37.4,36.4,7533,4934,1129,13,795,110,85,467,5187,40,952,1042,449,7508,120,221,95500,44,0.4069,7533,958,6575,49073,5857,4090,11,2778,100,87.28262313,69.83097149,4.541822056
G4800850030701,2018-2022,TX,Texas,48,Collin County,085,030701,1400000US48085030701,"Census Tract 307.01, Collin County, Texas",48085030701,48085030701,3,7,19100,1,206,19124,01905,7482971,35138,307.01,33.2263903,-96.6166393,3363,3355,8,0,3289,850,2439,35,34.7,35.6,3292,2612,512,0,23,0,30,115,2113,52,504,334,65,3135,269,167,83340,96,0.3316,3171,322,2849,34748,2723,1971,116,1344,99.76211716,89.84547461,72.38340066,13.90749601
G4800850030702,2018-2022,TX,Texas,48,Collin County,085,030702,1400000US48085030702,"Census Tract 307.02, Collin County, Texas",48085030702,48085030702,3,7,19100,1,206,19124,01905,3342941,0,307.02,33.2036183,-96.6248926,4874,4874,0,0,4872,1193,3679,34.8,33.5,36.4,5419,4114,418,14,53,0,204,616,3281,23,746,695,449,5419,715,150,80326,124,0.5669,5419,492,4927,51700,4258,3107,125,2066,100,90.9208341,72.96852983,15.96235468
G4800850030801,2018-2022,TX,Texas,48,Collin County,085,030801,1400000US48085030801,"Census Tract 308.01, Collin County, Texas",48085030801,48085030801,3,7,19100,1,206,19124,01905,3232836,4062,308.01,33.1753702,-96.6329136,4521,4521,0,0,4439,1034,3405,30.9,30.5,32.3,4234,3024,423,31,269,0,159,328,2629,51,521,575,324,4189,156,219,69071,58,0.3783,4180,244,3936,34840,3491,2604,74,2044,100,94.16267943,74.59180751,8.952017188
G4800850030802,2018-2022,TX,Texas,48,Collin County,085,030802,1400000US48085030802,"Census Tract 308.02, Collin County, Texas",48085030802,48085030802,3,7,19100,1,206,19124,01905,4356947,98355,308.02,33.1882683,-96.6255761,6099,6099,0,0,6099,1453,4646,38.4,36.5,40.3,5677,4418,577,53,0,0,198,431,3712,71,732,738,247,5677,513,234,59008,227,0.4722,5677,683,4994,35147,4702,3093,90,2533,100,87.96899771,65.78051893,13.15835829
G4800850030901,2018-2022,TX,Texas,48,Collin County,085,030901,1400000US48085030901,"Census Tract 309.01, Collin County, Texas",48085030901,48085030901,3,7,19100,1,206,19124,01905,7329492,7652,309.01,33.2150927,-96.6037314,2335,2301,34,0,2188,678,1510,28.8,26.6,31.8,2660,1523,610,0,67,0,52,408,1631,39,558,115,49,2447,32,256,82745,12,0.4395,2447,286,2161,26633,2045,1346,68,643,98.54389722,88.31221904,65.81907091,11.76951369
G4800850030902,2018-2022,TX,Texas,48,Collin County,085,030902,1400000US48085030902,"Census Tract 309.02, Collin County, Texas",48085030902,48085030902,3,7,19100,1,206,19124,01905,5363054,0,309.02,33.175218,-96.5897141,6,0,6,0,6,4,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,0,,,
G4800850030903,2018-2022,TX,Texas,48,Collin County,085,030903,1400000US48085030903,"Census Tract 309.03, Collin County, Texas",48085030903,48085030903,3,7,19100,1,206,19124,01905,13396690,65824,309.03,33.1652822,-96.6082418,7763,7747,16,0,7598,2042,5556,38,31.8,40.7,7075,4354,912,0,99,0,343,1367,4581,215,1274,590,166,6926,396,1334,45608,288,0.5929,6955,811,6144,33717,5394,3220,23,2966,99.79389411,88.33932423,59.69595847,24.97834248
G4800850031003,2018-2022,TX,Texas,48,Collin County,085,031003,1400000US48085031003,"Census Tract 310.03, Collin County, Texas",48085031003,48085031003,3,7,19100,1,206,19124,01907,28073100,173495,310.03,33.2043208,-96.5312381,12022,10647,1375,0,12010,3823,8187,33.7,34.1,33.5,12247,6982,2458,140,560,0,822,1285,7577,162,1824,1608,579,12247,164,459,97500,161,0.3426,12247,1247,11000,36781,8935,6569,268,4049,88.56263517,89.81791459,73.5198657,5.086960072
G4800850031005,2018-2022,TX,Texas,48,Collin County,085,031005,1400000US48085031005,"Census Tract 310.05, Collin County, Texas",48085031005,48085031005,3,7,19100,1,206,19124,01907,23592066,2561474,310.05,33.2072084,-96.4823296,3126,2243,883,0,3126,936,2190,40,32.2,43.1,3383,2610,143,10,102,0,8,510,2099,47,710,139,103,3383,179,104,60473,83,0.4433,3383,109,3274,25142,2644,1749,0,1381,71.75303903,96.77800769,66.14977307,8.365356193
G4800850031006,2018-2022,TX,Texas,48,Collin County,085,031006,1400000US48085031006,"Census Tract 310.06, Collin County, Texas",48085031006,48085031006,3,7,19100,1,206,19124,01907,22524509,13904439,310.06,33.1364911,-96.4726436,3460,813,2647,0,3460,899,2561,39.7,33.7,42.7,3643,3186,65,0,0,0,84,308,2417,0,818,297,56,3643,155,10,59538,24,0.3905,3643,326,3317,32427,3103,2078,45,1348,23.49710983,91.05133132,66.96745085,4.529234148
G4800850031007,2018-2022,TX,Texas,48,Collin County,085,031007,1400000US48085031007,"Census Tract 310.07, Collin County, Texas",48085031007,48085031007,3,7,19100,1,206,19124,01907,34554717,3308893,310.07,33.1582612,-96.5386462,6291,4481,1810,0,6291,1801,4490,33.6,34.8,32.8,7394,5160,1413,18,249,0,320,234,4409,84,855,1023,235,7379,462,152,97566,169,0.4333,7394,1529,5865,36830,5522,3756,61,2238,71.22873947,79.32107114,68.01883376,8.320910693
G4800850031008,2018-2022,TX,Texas,48,Collin County,085,031008,1400000US48085031008,"Census Tract 310.08, Collin County, Texas",48085031008,48085031008,3,7,19100,1,206,19124,01907,22740588,17364163,310.08,33.0823489,-96.5015803,3229,0,3229,0,3228,815,2413,38.6,36.6,43.2,3044,2541,47,129,93,0,195,39,1995,18,436,197,13,3025,156,59,64960,84,0.4617,3044,853,2191,32886,2420,1428,7,1153,0,71.97766097,59.00826446,7.107438017
G4800850031101,2018-2022,TX,Texas,48,Collin County,085,031101,1400000US48085031101,"Census Tract 311.01, Collin County, Texas",48085031101,48085031101,3,7,19100,1,206,19124,01907,75879749,10832788,311.01,33.1855456,-96.3848382,5837,0,5837,0,5787,1560,4227,40.2,36.8,45.3,6127,5005,412,51,7,128,338,186,4170,97,1691,528,165,6012,692,176,78206,257,0.4535,6051,783,5268,33847,4951,2611,95,2417,0,87.05999008,52.73682084,14.43779108
G4800850031102,2018-2022,TX,Texas,48,Collin County,085,031102,1400000US48085031102,"Census Tract 311.02, Collin County, Texas",48085031102,48085031102,3,7,19100,1,206,19124,01907,123705522,18993411,311.02,33.1096084,-96.3850512,6507,0,6507,0,6507,1762,4745,36.2,34.9,36.7,6885,5134,274,0,0,0,480,997,4521,187,1116,673,81,6777,253,100,91605,438,0.3832,6874,1591,5283,34862,5270,3594,373,2291,0,76.85481525,68.19734345,5.208794452
G4800850031201,2018-2022,TX,Texas,48,Collin County,085,031201,1400000US48085031201,"Census Tract 312.01, Collin County, Texas",48085031201,48085031201,3,7,19100,1,206,19124,01907,82677351,11152849,312.01,33.0458186,-96.3785971,7895,2050,5845,0,7895,2186,5709,35,33.5,36.9,8987,6949,548,104,131,0,440,815,5763,34,1663,1156,373,8918,127,405,112564,246,0.3577,8987,1751,7236,41922,6984,4837,123,3139,25.96580114,80.51630132,69.2583047,5.965463108
G4800850031202,2018-2022,TX,Texas,48,Collin County,085,031202,1400000US48085031202,"Census Tract 312.02, Collin County, Texas",48085031202,48085031202,3,7,19100,1,206,19124,01907,69478830,4125075,312.02,33.001936,-96.399588,7224,4561,2663,0,7224,2165,5059,36,37,35,7452,4559,993,215,140,73,800,672,4883,71,1048,791,455,7261,187,24,117486,88,0.3237,7452,1123,6329,44702,5762,4355,26,2592,63.13676633,84.93022008,75.58139535,2.905935822
G4800850031308,2018-2022,TX,Texas,48,Collin County,085,031308,1400000US48085031308,"Census Tract 313.08, Collin County, Texas",48085031308,48085031308,3,7,19100,1,206,19124,01907,16867542,4959291,313.08,33.0358166,-96.5200521,6999,6821,178,0,6999,2113,4886,33,33.1,32.7,7149,4733,981,133,44,17,734,507,4295,258,799,983,388,7104,492,165,106094,87,0.3703,7146,1046,6100,37913,5479,3754,166,2214,97.45677954,85.36244053,68.51615258,9.248310811
G4800850031314,2018-2022,TX,Texas,48,Collin County,085,031314,1400000US48085031314,"Census Tract 313.14, Collin County, Texas",48085031314,48085031314,3,7,19100,1,206,19124,01907,15474621,5982742,313.14,33.0656688,-96.5534843,6001,5808,193,0,6001,1900,4101,38.7,37.6,39.2,6068,3573,250,31,962,0,23,1229,3869,2,477,1432,546,6068,44,22,166875,22,0.4218,6053,1250,4803,59820,4382,2908,126,1895,96.78386936,79.3490831,66.3623916,1.087673039
G4800850031318,2018-2022,TX,Texas,48,Collin County,085,031318,1400000US48085031318,"Census Tract 313.18, Collin County, Texas",48085031318,48085031318,3,7,19100,1,206,19124,01907,3272312,117917,313.18,33.0202512,-96.5556162,5832,5832,0,0,5819,1741,4078,33.7,34.5,30.6,5347,3259,745,47,497,0,149,650,3105,133,522,902,312,5342,500,218,106250,113,0.3233,5342,1118,4224,35979,4219,3157,122,1801,100,79.0715088,74.82815833,13.44065893
G4800850031319,2018-2022,TX,Texas,48,Collin County,085,031319,1400000US48085031319,"Census Tract 313.19, Collin County, Texas",48085031319,48085031319,3,7,19100,1,206,19124,01907,5860802,0,313.19,33.0097934,-96.5595631,4707,4707,0,0,4707,1352,3355,35,34.1,35.9,4873,2747,779,39,503,0,233,572,3048,111,501,924,331,4860,65,188,62827,130,0.3936,4873,844,4029,34025,3733,2647,71,1867,100,82.68007388,70.9081168,5.205761317
G4800850031320,2018-2022,TX,Texas,48,Collin County,085,031320,1400000US48085031320,"Census Tract 313.20, Collin County, Texas",48085031320,48085031320,3,7,19100,1,206,19124,01907,4494193,0,313.2,33.0131272,-96.5235916,6153,6153,0,0,6153,1688,4465,35.1,30.2,40.9,6801,3972,1233,0,374,0,108,1114,4504,55,880,1089,309,6801,31,128,107817,132,0.3427,6801,1464,5337,39966,5413,4120,124,2374,100,78.47375386,76.11306115,2.337891487
G4800850031321,2018-2022,TX,Texas,48,Collin County,085,031321,1400000US48085031321,"Census Tract 313.21, Collin County, Texas",48085031321,48085031321,3,7,19100,1,206,19124,01907,11601494,2342161,313.21,33.0007278,-96.4996863,7121,6968,153,0,7121,2171,4950,32.6,31.7,33.8,6512,4217,707,28,310,0,71,1179,3790,61,524,1692,450,6490,40,20,153125,29,0.2801,6512,1362,5150,47581,4519,3364,80,2098,97.85142536,79.08476659,74.44124806,0.92449923
G4800850031322,2018-2022,TX,Texas,48,Collin County,085,031322,1400000US48085031322,"Census Tract 313.22, Collin County, Texas",48085031322,48085031322,3,7,19100,1,206,19124,01907,5540446,3001,313.22,32.9923789,-96.5558361,8733,8733,0,0,8646,2661,5985,34,33,34.4,7977,5225,773,0,723,0,301,955,5146,68,775,1833,814,7958,246,251,109529,22,0.3056,7958,1151,6807,49358,6215,4992,253,2943,100,85.53656698,80.32180209,6.245287761
G4800850031323,2018-2022,TX,Texas,48,Collin County,085,031323,1400000US48085031323,"Census Tract 313.23, Collin County, Texas",48085031323,48085031323,3,7,19100,1,206,19124,01907,5030918,8900,313.23,32.995359,-96.530378,5369,5369,0,0,5369,1679,3690,36,37.9,35.5,6264,4824,355,38,456,0,39,552,3813,312,611,907,252,6264,54,290,129777,139,0.2788,6264,1141,5123,41824,4738,3806,259,1753,100,81.78480204,80.32925285,5.491698595
G4800850031324,2018-2022,TX,Texas,48,Collin County,085,031324,1400000US48085031324,"Census Tract 313.24, Collin County, Texas",48085031324,48085031324,3,7,19100,1,206,19124,01904,5921522,101186,313.24,33.0406683,-96.6524746,4567,4371,196,0,4567,983,3584,42,37,42.8,4739,3079,657,0,836,0,33,134,3196,0,236,1295,704,4739,149,54,146286,20,0.379,4739,1043,3696,59081,3908,2397,149,1599,95.70834246,77.99113737,61.3357216,4.283604136
G4800850031325,2018-2022,TX,Texas,48,Collin County,085,031325,1400000US48085031325,"Census Tract 313.25, Collin County, Texas",48085031325,48085031325,3,7,19100,1,206,19124,01904,3370078,19317,313.25,33.0234739,-96.6443761,2188,2037,151,0,2188,348,1840,47.3,48.1,45.4,1879,1367,73,10,278,0,0,151,1452,15,228,415,157,1879,16,9,105104,0,0.517,1879,326,1553,62697,1613,1018,67,663,93.09872029,82.65034593,63.11221327,1.330494944
G4800850031326,2018-2022,TX,Texas,48,Collin County,085,031326,1400000US48085031326,"Census Tract 313.26, Collin County, Texas",48085031326,48085031326,3,7,19100,1,206,19124,01904,18169965,44927,313.26,33.0600888,-96.6107262,6305,5629,676,0,6305,1901,4404,43.9,43.4,45.3,6921,4085,669,0,1754,0,288,125,4269,72,311,1389,622,6921,0,163,219194,47,0.3533,6921,1491,5430,65132,5236,3241,73,1863,89.27835052,78.45687039,61.89839572,2.35515099
G4800850031327,2018-2022,TX,Texas,48,Collin County,085,031327,1400000US48085031327,"Census Tract 313.27, Collin County, Texas",48085031327,48085031327,3,7,19100,1,206,19124,01904,4409653,7904,313.27,33.0288803,-96.6286553,4347,4347,0,0,4347,1324,3023,41,41.2,41,3863,2085,186,63,1102,0,0,427,2317,0,221,905,481,3863,9,0,186365,0,0.3051,3863,928,2935,61242,2633,1775,79,1043,100,75.97721978,67.41359666,0.23297955
G4800850031328,2018-2022,TX,Texas,48,Collin County,085,031328,1400000US48085031328,"Census Tract 313.28, Collin County, Texas",48085031328,48085031328,3,7,19100,1,206,19124,01904,1695183,0,313.28,33.0262356,-96.6180126,3830,3830,0,0,3830,1158,2672,43.9,42.8,44.8,3565,1987,64,14,1388,0,33,79,2209,39,146,848,370,3565,0,166,153256,11,0.2623,3565,592,2973,50977,2849,1948,91,1046,100,83.3941094,68.37486838,4.656381487
G4800850031329,2018-2022,TX,Texas,48,Collin County,085,031329,1400000US48085031329,"Census Tract 313.29, Collin County, Texas",48085031329,48085031329,3,7,19100,1,206,19124,01904,4469522,1679,313.29,33.0274142,-96.6016822,6772,6772,0,0,6772,2220,4552,37.6,35.2,39.5,7706,3514,1064,37,2909,0,28,154,4500,11,806,959,894,7638,67,357,139148,141,0.336,7706,2212,5494,35230,5494,3761,183,1867,100,71.29509473,68.456498,5.551191411
G4800850031330,2018-2022,TX,Texas,48,Collin County,085,031330,1400000US48085031330,"Census Tract 313.30, Collin County, Texas",48085031330,48085031330,3,7,19100,1,206,19124,01904,6063792,53501,313.3,33.0437098,-96.5822188,5905,5639,266,0,5794,1784,4010,35.7,40.3,33.2,6217,3596,1031,0,824,0,57,709,3960,40,192,1336,735,6096,327,0,131760,250,0.3451,6096,1753,4343,50097,5011,3974,199,1985,95.49534293,71.24343832,79.30552784,5.364173228
G4800850031331,2018-2022,TX,Texas,48,Collin County,085,031331,1400000US48085031331,"Census Tract 313.31, Collin County, Texas",48085031331,48085031331,3,7,19100,1,206,19124,01904,1546520,27517,313.31,33.0245645,-96.5911495,4990,4990,0,0,4990,1571,3419,38.6,38.7,38.5,4180,2541,865,13,376,0,293,92,2843,0,761,560,305,4180,19,146,77330,0,0.325,4180,901,3279,35186,3433,2360,53,1446,100,78.44497608,68.74453831,3.947368421
G4800850031332,2018-2022,TX,Texas,48,Collin County,085,031332,1400000US48085031332,"Census Tract 313.32, Collin County, Texas",48085031332,48085031332,3,7,19100,1,206,19124,01904,3578849,456987,313.32,33.0237796,-96.5738753,5218,5218,0,0,5218,1663,3555,36.3,37.3,35.8,4698,2191,465,0,1551,0,12,479,3030,108,598,713,373,4698,24,48,110841,160,0.2838,4698,1006,3692,34913,3441,2497,0,1553,100,78.58663261,72.5661145,1.53256705
G4800850031333,2018-2022,TX,Texas,48,Collin County,085,031333,1400000US48085031333,"Census Tract 313.33, Collin County, Texas",48085031333,48085031333,3,7,19100,1,206,19124,01901,2247108,1471,313.33,33.0067865,-96.6227226,3826,3826,0,0,3826,1062,2764,43.3,43.4,43.2,4371,1541,445,0,2245,0,11,129,2822,51,415,720,445,4359,221,136,124375,11,0.3774,4371,1040,3331,42828,3622,2212,69,1309,100,76.20681766,61.07123136,8.189951824
G4800850031334,2018-2022,TX,Texas,48,Collin County,085,031334,1400000US48085031334,"Census Tract 313.34, Collin County, Texas",48085031334,48085031334,3,7,19100,1,206,19124,01901,2838074,78240,313.34,32.9932673,-96.6222653,2877,2877,0,0,2877,641,2236,30.9,38.1,30.7,3770,2752,161,0,741,0,30,86,2855,8,192,971,825,3770,53,0,143477,41,0.3781,3770,1399,2371,47813,3214,2075,346,1103,100,62.89124668,64.56129434,1.405835544
G4800850031335,2018-2022,TX,Texas,48,Collin County,085,031335,1400000US48085031335,"Census Tract 313.35, Collin County, Texas",48085031335,48085031335,3,7,19100,1,206,19124,01904,4576151,4397,313.35,32.9969523,-96.6048824,6108,6108,0,0,6108,1606,4502,40,40.3,39,5441,3560,518,0,949,0,119,295,3499,60,324,1007,594,5427,33,64,134326,69,0.4123,5441,1250,4191,56776,4179,2956,238,1726,100,77.02628193,70.73462551,1.787359499
G4800850031336,2018-2022,TX,Texas,48,Collin County,085,031336,1400000US48085031336,"Census Tract 313.36, Collin County, Texas",48085031336,48085031336,3,7,19100,1,206,19124,01904,6289609,127612,313.36,32.9991835,-96.586412,5486,5486,0,0,5486,1603,3883,40.1,40.5,39.9,5725,3255,753,0,989,67,156,505,3854,23,528,1783,483,5725,46,54,158382,90,0.3918,5725,911,4814,70255,4473,3167,195,2187,100,84.08733625,70.80259334,1.746724891
G4800850031408,2018-2022,TX,Texas,48,Collin County,085,031408,1400000US48085031408,"Census Tract 314.08, Collin County, Texas",48085031408,48085031408,3,7,19100,1,206,19124,01907,5537822,3532,314.08,33.0898539,-96.6086003,3495,3495,0,0,3495,957,2538,37.2,32.9,39.9,3833,1846,840,16,690,0,98,343,2374,43,280,826,236,3833,356,131,158788,56,0.3633,3833,888,2945,49333,2828,2125,130,1066,100,76.83276807,75.14144272,12.70545265
G4800850031411,2018-2022,TX,Texas,48,Collin County,085,031411,1400000US48085031411,"Census Tract 314.11, Collin County, Texas",48085031411,48085031411,3,7,19100,1,206,19124,01904,10296051,41617,314.11,33.0681947,-96.6360199,6037,5689,348,0,6037,1670,4367,36.7,35.5,37.5,6321,3388,1183,24,1328,0,83,315,3967,33,369,1666,825,6251,90,181,158906,40,0.3656,6321,1141,5180,52705,4729,3301,73,1838,94.23554746,81.94905869,69.80334109,4.335306351
